movie_id;imdb_id;title;description;directors;writers;stars;runtime;budget;gross
6338;0317303;Daddy Day Care (2003);Daddy Day Care: Directed by Steve Carr. With Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King. Two men named Charlie Hinton and Phil Ryerson get laid off and have to become stay-at-home fathers when they can't find jobs. This inspires them to open their own day care center.;Steve Carr;;Eddie Murphy, Jeff Garlin, Anjelica Huston;1 hour 32 minutes;$60,000,000 (estimated);$164,433,867
6339;0301414;L'homme du train (2002);L'homme du train: Directed by Patrice Leconte. With Jean Rochefort, Johnny Hallyday, Jean-François Stévenin, Charlie Nelson. A man steps off a train into a French village awaiting the day when he will rob the town bank. He meets a retired poetry teacher striking up a strange friendship and explore the road not taken, each wanting to live the other's life.;Patrice Leconte;;Jean Rochefort, Johnny Hallyday, Jean-François Stévenin;1 hour 30 minutes;Unknown Budget;$7,727,906
6341;0308878;The Shape of Things (2003);The Shape of Things: Directed by Neil LaBute. With Gretchen Mol, Paul Rudd, Rachel Weisz, Frederick Weller. A quiet, unassuming man begins to change in a major way as a result of meeting a new, art-student girlfriend, and his friends are unsettled by the transformation.;Neil LaBute;;Paul Rudd, Rachel Weisz, Gretchen Mol;1 hour 36 minutes;$4,000,000 (estimated);$826,617
6342;0250067;The Trip (2002);The Trip: Directed by Miles Swain. With Larry Sullivan, Steve Braun, Ray Baker, James Handy. Romance, politics, sex and humor all collide during two men's 11-year journey of passion, self-discovery and adventure.;Miles Swain;;Larry Sullivan, Steve Braun, Ray Baker;1 hour 35 minutes;Unknown Budget;$306,567
6344;0237993;101 Reykjavík (2000);101 Reykjavík: Directed by Baltasar Kormákur. With Victoria Abril, Hilmir Snær Guðnason, Hanna María Karlsdóttir, Þrúður Vilhjálmsdóttir. Will the 30 y.o. Hlynur ever move out of his mother's apartment in Reykjavík? Social welfare keeps him passive but things change when his mother's Spanish friend, Lola, arrives and stays through Xmas and New Year's Eve.;Baltasar Kormákur;Hallgrímur Helgason, Baltasar Kormákur, Baltasar Kormákur;Hilmir Snær Guðnason, Victoria Abril, Hanna María Karlsdóttir;1 hour 28 minutes;Unknown Budget;$546,459
6345;0088915;A Chorus Line (1985);A Chorus Line: Directed by Richard Attenborough. With Michael Blevins, Yamil Borges, Jan Gan Boyd, Sharon Brown. Hopefuls try out before a demanding director for a part in a new musical.;Richard Attenborough;Arnold Schulman, Michael Bennett, James Kirkwood Jr.;Michael Douglas, Terrence Mann, Michael Blevins;1 hour 58 minutes;$27,000,000 (estimated);$14,203,951
6347;0086946;Beat Street (1984);Beat Street: Directed by Stan Lathan. With Rae Dawn Chong, Guy Davis, Jon Chardiet, Leon W. Grant. An aspiring DJ from the South Bronx, and his best friend, a promoter, try to get into show business by exposing people to hip-hop music and the local culture.;Stan Lathan;Steven Hager, Andrew Davis, David Gilbert;Rae Dawn Chong, Guy Davis, Jon Chardiet;1 hour 45 minutes;$9,500,000 (estimated);$16,597,016
6348;0086999;Breyk-dans 2: Elektr Bugalo (1984);Breyk-dans 2: Elektr Bugalo: Directed by Sam Firstenberg. With Lucinda Dickey, Adolfo Quinones, Michael Chambers, Susie Coelho. A developer tries to bulldoze a community recreation center. The local breakdancers try to stop it.;Sam Firstenberg;Charles Parker, Allen DeBevoise, Jan Ventura;Lucinda Dickey, Adolfo Quinones, Michael Chambers;1 hour 34 minutes;Unknown Budget;$15,101,131
6349;0086998;Breakin' (1984);Breakin': Directed by Joel Silberg. With Lucinda Dickey, Adolfo Quinones, Michael Chambers, Ben Lokey. A struggling young jazz dancer meets up with two break-dancers. Together they become the sensation of the street crowds.;Joel Silberg;Charles Parker, Allen DeBevoise, Gerald Scaife;Lucinda Dickey, Adolfo Quinones, Michael Chambers;1 hour 27 minutes;Unknown Budget;$38,682,707
6350;0092067;Tenkû no shiro Rapyuta (1986);Tenkû no shiro Rapyuta: Directed by Hayao Miyazaki. With Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui, Minori Terada. Pazu's life changes when he meets Sheeta, a girl whom pirates are chasing for her crystal amulet, which has the potential to locate Laputa, a legendary castle floating in the sky.;Hayao Miyazaki;Hayao Miyazaki, Jonathan Swift;Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui;2 hours 4 minutes;$3,300,000 (estimated);$6,218,229
6357;0049314;High Society (1956);High Society: Directed by Charles Walters. With Bing Crosby, Grace Kelly, Frank Sinatra, Celeste Holm. With socialite Tracy Lord about to remarry, her ex-husband - with the help of a sympathetic reporter - has 48 hours to convince her that she really still loves him.;Charles Walters;;Bing Crosby, Grace Kelly, Frank Sinatra;1 hour 51 minutes;$2,700,000 (estimated);$13,358
6358;0045963;Kiss Me Kate (1953);Kiss Me Kate: Directed by George Sidney. With Kathryn Grayson, Howard Keel, Ann Miller, Keenan Wynn. An ex-husband and wife team star in a musical version of 'The Taming of the Shrew'; off-stage, the production is troublesome with ex-lovers' quarrels and two gangsters looking for some money owed to them.;George Sidney;Dorothy Kingsley, Sam Spewack, Bella Spewack;Kathryn Grayson, Howard Keel, Ann Miller;1 hour 49 minutes;$1,981,000 (estimated);Unknown Cumulative Worldwide Gross
6365;0234215;Matritsa: Qayta yuklash (2003);Matritsa: Qayta yuklash: Directed by Lana Wachowski, Lilly Wachowski. With Ray Anthony, Christine Anu, Andy Arness, Alima Ashton-Sheibu. Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.;;Lilly Wachowski, Lana Wachowski;Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss;2 hours 18 minutes;$150,000,000 (estimated);$741,847,937
6367;0309530;Down with Love (2003);Down with Love: Directed by Peyton Reed. With Renée Zellweger, Ewan McGregor, Sarah Paulson, David Hyde Pierce. In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author.;Peyton Reed;;Ewan McGregor, Renée Zellweger, David Hyde Pierce;1 hour 41 minutes;$35,000,000 (estimated);$39,468,111
6368;0281724;Cinemania (2002);Cinemania: Directed by Angela Christlieb, Stephen Kijak. With Jack Angstreich, Eric Chadbourne, Bill Heidbreder, Roberta Hill. This documentary about the culture of intense cinephilia in New York City reveals the impassioned world of five obsessed movie buffs. The filmmakers expose this delightfully deranged cult by capturing the daily lives of its members. Interviews in movie houses, on the street and in the homes of the subjects tell the story of each individual. Many cannot hold a job, or choose not to. All of them have demoted the importance of the real world, giving all of their attention to the fantasy world of the movies. These human encyclopedias of cinema see two to five films a day, and from 600 to 2,000 films per year. Many have no physical sex lives, living instead in a world of romance with stars like James Dean or Audrey Hepburn. In Cinemania, Hollywood's biggest fans become the true stars. This is the story of their lives, their memories, their unbending habits and the films they love.;;;Jack Angstreich, Eric Chadbourne, Bill Heidbreder;1 hour 23 minutes;Unknown Budget;$11,305
6370;0283900;L'auberge espagnole (2002);L'auberge espagnole: Directed by Cédric Klapisch. With Romain Duris, Judith Godrèche, Audrey Tautou, Cécile de France. A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.;Cédric Klapisch;;Romain Duris, Judith Godrèche, Kelly Reilly;2 hours 2 minutes;€5,300,000 (estimated);$33,272,835
6371;0347791;Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu (2002);Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu: Directed by Jim Malone, Kunihiko Yuyama. With Rica Matsumoto, Veronica Taylor, Rachael Lillis, Mayumi Izuka. Two thieves take control of an ancient weapon designed to defend the canal city of Altomare.;;;Eric Stuart, Madeleine Blaustein, Rachael Lillis;1 hour 20 minutes;Unknown Budget;$20,867,919
6373;0315327;Qudratli Bryus (2003);Qudratli Bryus: Directed by Tom Shadyac. With Jim Carrey, Morgan Freeman, Jennifer Aniston, Philip Baker Hall. A whiny news reporter is given the chance to step into God's shoes.;Tom Shadyac;Steve Koren, Mark O'Keefe, Steve Oedekerk;Jim Carrey, Jennifer Aniston, Morgan Freeman;1 hour 41 minutes;$81,000,000 (estimated);$484,592,874
6374;0314786;The In-Laws (2003);The In-Laws: Directed by Andrew Fleming. With Michael Douglas, Michael Bodnar, Vladimir Radian, Robin Tunney. Right before his daughter's wedding, a mild-mannered foot doctor discovers that his future son-in-law's father is a free-wheeling international spy.;Andrew Fleming;;Albert Brooks, Michael Douglas, Ryan Reynolds;1 hour 38 minutes;$40,000,000 (estimated);$26,891,849
6375;0304081;Gigantic (A Tale of Two Johns) (2002);Gigantic (A Tale of Two Johns): Directed by AJ Schnack. With John Flansburgh, John Linnell, Gina Arnold, Michael Azerrad. Documentary about the music group They Might Be Giants.;AJ Schnack;;John Flansburgh, John Linnell, Gina Arnold;1 hour 42 minutes;Unknown Budget;$160,621
6376;0286516;Respiro (2002);Respiro: Directed by Emanuele Crialese. With Valeria Golino, Vincenzo Amato, Francesco Casisa, Veronica D'Agostino. On an impoverished Italian island, a free-spirited woman is accused of madness by townspeople fed up with her antics.;Emanuele Crialese;;Valeria Golino, Vincenzo Amato, Francesco Casisa;1 hour 35 minutes;Unknown Budget;$7,309,845
6377;0266543;Nemoni izlab (2003);Nemoni izlab: Directed by Andrew Stanton, Lee Unkrich. With Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe. After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.;;Andrew Stanton, Bob Peterson, David Reynolds;Albert Brooks, Ellen DeGeneres, Alexander Gould;1 hour 40 minutes;$94,000,000 (estimated);$941,637,960
6378;0317740;The Italian Job (2003);The Italian Job: Directed by F. Gary Gray. With Mark Wahlberg, Charlize Theron, Donald Sutherland, Jason Statham. After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.;F. Gary Gray;;Donald Sutherland, Mark Wahlberg, Edward Norton;1 hour 51 minutes;$60,000,000 (estimated);$176,070,171
6379;0295700;Noto'g'ri burilish (2003);Noto'g'ri burilish: Directed by Rob Schmidt. With Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto. Chris and a group of five friends are left stranded deep in the middle of the woods after their cars collide. As they venture deeper into the woods, they face an uncertain and bloodcurdling fate.;Rob Schmidt;;Eliza Dushku, Jeremy Sisto, Emmanuelle Chriqui;1 hour 24 minutes;$12,600,000 (estimated);$28,650,575
6380;0342172;Capturing the Friedmans (2003);Capturing the Friedmans: Directed by Andrew Jarecki. With Arnold Friedman, Elaine Friedman, David Friedman, Seth Friedman. Documentary on the Friedmans, a seemingly typical, upper-middle-class Jewish family whose world is instantly transformed when the father and his youngest son are arrested and charged with shocking and horrible crimes.;Andrew Jarecki;;Arnold Friedman, Jesse Friedman, David Friedman;1 hour 47 minutes;Unknown Budget;$4,076,990
6382;0332639;He ni zai yi qi (2002);He ni zai yi qi: Directed by Kaige Chen. With Yun Tang, Peiqi Liu, Hong Chen, Zhiwen Wang. A violin prodigy and his father travel to Beijing, where the father seeks the means to his son's success while the son struggles to accept the path laid before him.;Kaige Chen;;Yun Tang, Peiqi Liu, Hong Chen;1 hour 56 minutes;Unknown Budget;$14,687,167
6383;0322259;Forsaj 2 (2003);Forsaj 2: Directed by John Singleton. With Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser. Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.;John Singleton;Gary Scott Thompson, Michael Brandt, Derek Haas;Paul Walker, Tyrese Gibson, Cole Hauser;1 hour 47 minutes;$76,000,000 (estimated);$236,353,236
6385;0298228;Whale Rider (2002);Whale Rider: Directed by Niki Caro. With Keisha Castle-Hughes, Rawiri Paratene, Vicky Haughton, Cliff Curtis. A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize.;Niki Caro;;Keisha Castle-Hughes, Rawiri Paratene, Vicky Haughton;1 hour 41 minutes;$3,500,000 (estimated);$41,062,976
6386;0060748;Nevada Smith (1966);Nevada Smith: Directed by Henry Hathaway. With Steve McQueen, Karl Malden, Brian Keith, Arthur Kennedy. A half-American Indian / half-Caucasian young man evolves into a hardened killer as he tracks down the men who murdered his parents.;Henry Hathaway;Harold Robbins, John Michael Hayes;Steve McQueen, Karl Malden, Brian Keith;2 hours 8 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6387;0101020;Chung hang sei hoi (1991);Chung hang sei hoi: Directed by John Woo. With Chow Yun-Fat, Leslie Cheung, Cherie Chung, Kong Chu. A romantic and action packed story of three best friends, a group of high end art thieves, who come into trouble when a love-triangle forms between them.;John Woo;John Woo, Clifton Ko, Janet Chun;Leslie Cheung, Chow Yun-Fat, Cherie Chung;1 hour 48 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6390;0050972;Silk Stockings (1957);Silk Stockings: Directed by Rouben Mamoulian. With Fred Astaire, Cyd Charisse, Janis Paige, Peter Lorre. A Russian government official is sent to Paris to bring back her comrades; she soon gets a taste of Paris life and falls in love with an American movie producer.;Rouben Mamoulian;Leonard Gershe, Leonard Spigelgass, Melchior Lengyel;Fred Astaire, Cyd Charisse, Janis Paige;1 hour 57 minutes;$1,853,463 (estimated);$9,755
6395;0069895;The Crazies (1973);The Crazies: Directed by George A. Romero. With Lane Carroll, Will MacMillan, Harold Wayne Jones, Lloyd Hollar. The military attempts to contain a manmade combat virus that causes death and permanent insanity in those infected, as it overtakes a small Pennsylvania town.;George A. Romero;;Lane Carroll, Will MacMillan, Harold Wayne Jones;1 hour 43 minutes;$275,000 (estimated);Unknown Cumulative Worldwide Gross
6400;0307197;Un coupable idéal (2001);Un coupable idéal: Directed by Jean-Xavier de Lestrade. With Ann Finnell, Patrick McGuinness, James Williams, Michael Glover. Oscar-winning documentary that documents a murder trial in which a 15-year-old African-American is wrongfully accused of a 2000 murder in Jacksonville, Florida.;Jean-Xavier de Lestrade;;Ann Finnell, Patrick McGuinness, James Williams;1 hour 51 minutes;Unknown Budget;$5,844
6402;0178022;Siam Sunset (1999);Siam Sunset: Directed by John Polson. With Linus Roache, Danielle Cormack, Ian Bliss, Roy Billing. A British man with a peculiar curse goes on a low-rent bus tour in Australia.;John Polson;Max Dann, Andrew Knight, Jan Marnell;Linus Roache, Danielle Cormack, Ian Bliss;1 hour 31 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6405;0043067;Treasure Island (1950);Treasure Island: Directed by Byron Haskin. With Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald. The treasure seeking adventures of young Jim Hawkins and pirate captain Long John Silver.;Byron Haskin;;Bobby Driscoll, Robert Newton, Basil Sydney;1 hour 36 minutes;Unknown Budget;$4,419,657
6407;0061170;Walk Don't Run (1966);Walk Don't Run: Directed by Charles Walters. With Cary Grant, Samantha Eggar, Jim Hutton, John Standing. During the housing shortage of the Summer Olympic Games in 1964, two men and a woman share a small apartment in Tokyo, and the older man soon starts playing Cupid to the younger pair.;Charles Walters;Robert Russell, Frank Ross, Sol Saks;Cary Grant, Samantha Eggar, Jim Hutton;1 hour 54 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6408;0071143;Animals Are Beautiful People (1974);Animals Are Beautiful People: Directed by Jamie Uys. With Paddy O'Byrne. Hilarious documentary on the wildlife of the Namib Desert.;Jamie Uys;;;1 hour 32 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6410;0074281;Car Wash (1976);Car Wash: Directed by Michael Schultz. With Franklyn Ajaye, Sully Boyar, Richard Brestoff, George Carlin. A comedic take on the daily life of car-wash employees, chronicling their hopes, fears, joys, dreams, and tribulations, and meeting some eccentric customers along the way.;Michael Schultz;;Richard Pryor, Franklyn Ajaye, Sully Boyar;1 hour 37 minutes;$7,000,000 (estimated);Unknown Cumulative Worldwide Gross
6412;0031225;Destry Rides Again (1939);Destry Rides Again: Directed by George Marshall. With Marlene Dietrich, James Stewart, Mischa Auer, Charles Winninger. Deputy sheriff Destry tames the town of Bottle Neck, including saloon singer Frenchy.;George Marshall;Felix Jackson, Gertrude Purcell, Henry Myers;Marlene Dietrich, James Stewart, Mischa Auer;1 hour 35 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6415;0093267;Intervista (1987);Intervista: Directed by Federico Fellini. With Sergio Rubini, Antonella Ponziani, Maurizio Mein, Paola Liguori. Federico Fellini accepts the request of a television crew to be interviewed about his career, narrating memories, dreams, realities and fantasies.;Federico Fellini;Federico Fellini, Gianfranco Angelucci;Sergio Rubini, Antonella Ponziani, Maurizio Mein;1 hour 47 minutes;Unknown Budget;$138,651
6417;0104743;Live Wire (1992);Live Wire: Directed by Christian Duguay. With Pierce Brosnan, Ron Silver, Ben Cross, Lisa Eilbacher. After A US senator is killed, A Bomb Disposal Expert is brought in to investigate the deadly explosive and must uncover the terrorists plan.;Christian Duguay;;Pierce Brosnan, Ron Silver, Ben Cross;1 hour 25 minutes;$9,000,000 (estimated);Unknown Cumulative Worldwide Gross
6422;0059711;Shenandoah (1965);Shenandoah: Directed by Andrew V. McLaglen. With James Stewart, Doug McClure, Glenn Corbett, Patrick Wayne. A Virginia farmer who has vowed to remain neutral during the Civil War is spurred into action when his youngest son is taken by Union soldiers.;Andrew V. McLaglen;;James Stewart, Doug McClure, Glenn Corbett;1 hour 45 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6424;0102603;Oscar (1991);Oscar: Directed by John Landis. With Peter Riegert, Chazz Palminteri, Joey Travolta, Paul Greco. A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and "go straight".;John Landis;;Sylvester Stallone, Ornella Muti, Peter Riegert;1 hour 49 minutes;$35,000,000 (estimated);$23,562,716
6425;0120142;The Sixth Man (1997);The Sixth Man: Directed by Randall Miller. With Marlon Wayans, Kadeem Hardison, David Paymer, Michael Michele. A college athlete returns from the dead to help his brother's basketball team win the NCAA title.;Randall Miller;;Marlon Wayans, Kadeem Hardison, David Paymer;1 hour 47 minutes;$11,000,000 (estimated);$14,772,788
6427;0066279;The Railway Children (1970);The Railway Children: Directed by Lionel Jeffries. With Dinah Sheridan, Bernard Cribbins, William Mervyn, Iain Cuthbertson. After the enforced absence of their father, three children move with their mother to Yorkshire, where during their adventures they attempt to discover the reason for his disappearance.;Lionel Jeffries;;Dinah Sheridan, Bernard Cribbins, William Mervyn;1 hour 49 minutes;Unknown Budget;$32,239
6428;0065134;Two Mules for Sister Sara (1970);Two Mules for Sister Sara: Directed by Don Siegel. With Shirley MacLaine, Clint Eastwood, Manolo Fábregas, Alberto Morin. When a former Civil War soldier saves a nun from a gang of bandits, they team up to help the Mexicans in their war against the French.;Don Siegel;;Clint Eastwood, Shirley MacLaine, Manolo Fábregas;1 hour 56 minutes;$2,500,000 (estimated);$5,050,000
6429;0043137;Winchester '73 (1950);Winchester '73: Directed by Anthony Mann. With James Stewart, Shelley Winters, Dan Duryea, Stephen McNally. A cowboy's obsession with a stolen rifle leads to a bullet-ridden odyssey through the American West.;Anthony Mann;;James Stewart, Shelley Winters, Dan Duryea;1 hour 32 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6433;0019760;Chelovek s kino-apparatom (1929);Chelovek s kino-apparatom: Directed by Dziga Vertov. With Mikhail Kaufman, Elizaveta Svilova. A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.;Dziga Vertov;;;1 hour 8 minutes;Unknown Budget;$3,959
6434;0037954;Objective, Burma! (1945);Objective, Burma!: Directed by Raoul Walsh. With Errol Flynn, James Brown, William Prince, George Tobias. A platoon of special ops are tasked to parachute into the remote Burmese jungle and destroy a strategic Japanese radar station, but getting out isn't as easy.;Raoul Walsh;Ranald MacDougall, Lester Cole, Alvah Bessie;Errol Flynn, James Brown, William Prince;2 hours 22 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6436;0108330;This Boy's Life (1993);This Boy's Life: Directed by Michael Caton-Jones. With Robert De Niro, Ellen Barkin, Leonardo DiCaprio, Jonah Blechman. The story about the relationship between a rebellious 1950s teenager and his abusive stepfather, based on the memoirs of writer and literature Professor Tobias Wolff.;Michael Caton-Jones;;Robert De Niro, Leonardo DiCaprio, Ellen Barkin;1 hour 55 minutes;Unknown Budget;$4,104,962
6440;0101410;Barton Fink (1991);Barton Fink: Directed by Joel Coen, Ethan Coen. With John Turturro, John Goodman, Judy Davis, Michael Lerner. A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.;;;John Turturro, John Goodman, Judy Davis;1 hour 56 minutes;$9,000,000 (estimated);$6,154,106
6442;0103791;Belle Epoque (1992);Belle Epoque: Directed by Fernando Trueba. With Penélope Cruz, Miriam Díaz-Aroca, Gabino Diego, Fernando Fernán Gómez. A 1931 Spanish military deserter finds himself on a lonely farm until the farmer's four daughters pay a visit and he falls for all of them.;Fernando Trueba;Rafael Azcona, José Luis García Sánchez, Fernando Trueba;Fernando Fernán Gómez, Jorge Sanz, Penélope Cruz;1 hour 49 minutes;Unknown Budget;$5,418,502
6448;0059183;The Flight of the Phoenix (1965);The Flight of the Phoenix: Directed by Robert Aldrich. With James Stewart, Richard Attenborough, Peter Finch, Hardy Krüger. After an oil company plane crashes in the Sahara, the survivors' hopes are buoyed by one of the passengers, an airplane designer who comes up with a plan to build a flyable plane from the wreckage.;Robert Aldrich;;James Stewart, Richard Attenborough, Peter Finch;2 hours 22 minutes;$5,355,000 (estimated);Unknown Cumulative Worldwide Gross
6449;0053841;From the Terrace (1960);From the Terrace: Directed by Mark Robson. With Paul Newman, Joanne Woodward, Myrna Loy, Ina Balin. An ambitious young executive chooses a loveless marriage and an unfulfilling personal life in exchange for a successful Wall Street career.;Mark Robson;;Paul Newman, Joanne Woodward, Myrna Loy;2 hours 29 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6452;0051878;The Long, Hot Summer (1958);The Long, Hot Summer: Directed by Martin Ritt. With Paul Newman, Joanne Woodward, Anthony Franciosa, Orson Welles. Accused barn burner and conman Ben Quick arrives in a small Mississippi town and quickly ingratiates himself with its richest family, the Varners.;Martin Ritt;;Paul Newman, Joanne Woodward, Anthony Franciosa;1 hour 55 minutes;$1,500,000 (estimated);Unknown Cumulative Worldwide Gross
6453;0025456;Man of Aran (1934);Man of Aran: Directed by Robert J. Flaherty. With Colman 'Tiger' King, Maggie Dirrane, Michael Dillane, Pat Mullin. In this blend of documentary and fictional narrative from pioneering filmmaker Robert Flaherty, the everyday trials of life on Ireland's unforgiving Aran Islands are captured with attention to naturalistic beauty and historical detail.;Robert J. Flaherty;;Colman 'Tiger' King, Maggie Dirrane, Michael Dillane;1 hour 16 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6454;0100211;Music Box (1989);Music Box: Directed by Costa-Gavras. With Jessica Lange, Armin Mueller-Stahl, Frederic Forrest, Donald Moffat. A lawyer defends her father accused of war crimes, but there is more to the case than she suspects.;Costa-Gavras;;Jessica Lange, Armin Mueller-Stahl, Frederic Forrest;2 hours 4 minutes;$18,000,000 (estimated);$6,263,883
6460;0057427;Le procès (1962);Le procès: Directed by Orson Welles. With Anthony Perkins, Arnoldo Foà, Jess Hahn, Billy Kearns. An unassuming office worker is arrested and stands trial, but he is never made aware of his charges.;Orson Welles;;Anthony Perkins, Arnoldo Foà, Jess Hahn;1 hour 59 minutes;$1,300,000 (estimated);$93,688
6461;0054428;The Unforgiven (1960);The Unforgiven: Directed by John Huston. With Burt Lancaster, Audrey Hepburn, Audie Murphy, John Saxon. The neighbors of a frontier family turn on them when it is suspected that their adopted daughter was stolen from the local Kiowa tribe.;John Huston;;Burt Lancaster, Audrey Hepburn, Audie Murphy;2 hours 5 minutes;$5,000,000 (estimated);Unknown Cumulative Worldwide Gross
6464;0119215;Good Burger (1997);Good Burger: Directed by Brian Robbins. With Kel Mitchell, Kenan Thompson, Sinbad, Abe Vigoda. A dim-witted teenager and his new coworker try to save the old burger joint they work for from failing after the opening of a brand new burger restaurant across the street, which is planning to put them out of business.;Brian Robbins;Dan Schneider, Kevin Kopelow, Heath Seifert;Kel Mitchell, Kenan Thompson, Sinbad;1 hour 35 minutes;$9,000,000 (estimated);$23,712,993
6465;0076240;Jubilee (1978);Jubilee: Directed by Derek Jarman. With Adam Ant, Richard O'Brien, Ian Charleson, Jayne County. Queen Elizabeth I travels 400 years into the future to witness the appalling revelation of a dystopian London overrun by corruption and a vicious gang of punk guerrilla girls led by the new Monarch of Punk.;Derek Jarman;;Adam Ant, Richard O'Brien, Ian Charleson;1 hour 46 minutes;£200,000 (estimated);$923
6466;0102456;Mississippi Masala (1991);Mississippi Masala: Directed by Mira Nair. With Denzel Washington, Sarita Choudhury, Roshan Seth, Sharmila Tagore. An ethnic Indian family is expelled from Idi Amin's Uganda in 1972 and lives in Mississippi 17 years later. The dad sues Uganda to get his property back. The grown daughter falls in love with a Black man.;Mira Nair;;Denzel Washington, Sarita Choudhury, Roshan Seth;1 hour 58 minutes;$5,000,000 (estimated);$7,332,515
6476;0102900;Shattered (1991);Shattered: Directed by Wolfgang Petersen. With Tom Berenger, Bob Hoskins, Greta Scacchi, Joanne Whalley. After a horrific car wreck leaves him an amnesiac, a man slowly begins to unravel his shocking past.;Wolfgang Petersen;;Tom Berenger, Bob Hoskins, Greta Scacchi;1 hour 38 minutes;$22,000,000 (estimated);$11,511,031
6477;0036377;The Song of Bernadette (1943);The Song of Bernadette: Directed by Henry King. With William Eythe, Charles Bickford, Vincent Price, Lee J. Cobb. 14-year-old Bernadette Soubirous, living in a small town in the south of 1850s France, claims to have seen a divine vision, prompting extreme skepticism, concern from her family, and religious and political turmoil.;Henry King;;Jennifer Jones, Charles Bickford, William Eythe;2 hours 36 minutes;$2,000,000 (estimated);Unknown Cumulative Worldwide Gross
6480;0062362;Thoroughly Modern Millie (1967);Thoroughly Modern Millie: Directed by George Roy Hill. With Julie Andrews, James Fox, Mary Tyler Moore, Carol Channing. In New York City during the Roaring Twenties, would-be flapper Millie Dillmount's self-appointed mission to marry her boss is complicated by white slavers and true love.;George Roy Hill;;Julie Andrews, James Fox, Mary Tyler Moore;2 hours 18 minutes;$6,000,000 (estimated);Unknown Cumulative Worldwide Gross
6482;0329028;Dumb and Dumberer: When Harry Met Lloyd (2003);Dumb and Dumberer: When Harry Met Lloyd: Directed by Troy Miller. With Timothy Stack, Mimi Rogers, Wayne Federman, Lucas Gregory. Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.;Troy Miller;Peter Farrelly, Bennett Yellin, Bobby Farrelly;Derek Richardson, Eric Christian Olsen, Eugene Levy;1 hour 25 minutes;$19,000,000 (estimated);$39,267,515
6483;0339034;From Justin to Kelly (2003);From Justin to Kelly: Directed by Robert Iscove. With Kelly Clarkson, Justin Guarini, Katherine Bailess, Anika Noni Rose. A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing.;Robert Iscove;;Kelly Clarkson, Justin Guarini, Katherine Bailess;1 hour 21 minutes;$12,000,000 (estimated);$4,928,883
6484;0329717;Gollivud politsiyachilari (2003);Gollivud politsiyachilari: Directed by Ron Shelton. With Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood. Two LAPD detectives who moonlight in other fields investigate the murder of an up-and-coming rap group.;Ron Shelton;;Harrison Ford, Josh Hartnett, Isaiah Washington;1 hour 56 minutes;$75,000,000 (estimated);$51,142,659
6493;0318283;Alex & Emma (2003);Alex & Emma: Directed by Rob Reiner. With Luke Wilson, Derek Barbosa, Lobo Sebastian, Rob Reiner. A writer must turn out a novel in thirty days or face the wrath of loan sharks.;Rob Reiner;;Luke Wilson, Kate Hudson, David Paymer;1 hour 36 minutes;$30,000,000 (estimated);$15,368,897
